"","ensembl_gene_id_version","ensembl_gene_id","external_gene_name"
"28598","ENSMMUG00000033007.3","ENSMMUG00000033007",""
"28599","ENSMMUG00000033030.3","ENSMMUG00000033030","U6"
"28600","ENSMMUG00000033033.3","ENSMMUG00000033033",""
"28601","ENSMMUG00000033035.3","ENSMMUG00000033035",""
"28602","ENSMMUG00000033056.3","ENSMMUG00000033056",""
"28603","ENSMMUG00000033076.3","ENSMMUG00000033076","U6"
"28604","ENSMMUG00000033092.3","ENSMMUG00000033092","U6"
"28605","ENSMMUG00000033116.3","ENSMMUG00000033116","mml-mir-451"
"28606","ENSMMUG00000033117.3","ENSMMUG00000033117","U6"
"28607","ENSMMUG00000033130.3","ENSMMUG00000033130",""
"28608","ENSMMUG00000033133.3","ENSMMUG00000033133","mml-mir-301b"
"28609","ENSMMUG00000033155.3","ENSMMUG00000033155","SNORA48"
"28610","ENSMMUG00000033176.3","ENSMMUG00000033176",""
"28611","ENSMMUG00000033223.3","ENSMMUG00000033223",""
"28612","ENSMMUG00000033257.3","ENSMMUG00000033257",""
"28613","ENSMMUG00000033280.3","ENSMMUG00000033280","U6"
"28614","ENSMMUG00000033295.3","ENSMMUG00000033295",""
"28615","ENSMMUG00000033312.3","ENSMMUG00000033312",""
"28616","ENSMMUG00000033345.3","ENSMMUG00000033345","mml-mir-298"
"28617","ENSMMUG00000033530.3","ENSMMUG00000033530",""
"28618","ENSMMUG00000033538.3","ENSMMUG00000033538",""
"28619","ENSMMUG00000033551.3","ENSMMUG00000033551","U3"
"28620","ENSMMUG00000033561.3","ENSMMUG00000033561",""
"28621","ENSMMUG00000033633.3","ENSMMUG00000033633",""
"28622","ENSMMUG00000033642.3","ENSMMUG00000033642",""
"28623","ENSMMUG00000033805.3","ENSMMUG00000033805","mml-mir-1180"
"28624","ENSMMUG00000033825.3","ENSMMUG00000033825",""
"28625","ENSMMUG00000033887.3","ENSMMUG00000033887","mml-mir-1250"
"28626","ENSMMUG00000033948.3","ENSMMUG00000033948",""
"28627","ENSMMUG00000034112.3","ENSMMUG00000034112",""
"28628","ENSMMUG00000034195.3","ENSMMUG00000034195","U2"
"28629","ENSMMUG00000034248.3","ENSMMUG00000034248",""
"28630","ENSMMUG00000034258.3","ENSMMUG00000034258","Y_RNA"
"28631","ENSMMUG00000034323.3","ENSMMUG00000034323",""
"28632","ENSMMUG00000034348.3","ENSMMUG00000034348","U6"
"28633","ENSMMUG00000034349.3","ENSMMUG00000034349","U6"
"28634","ENSMMUG00000034455.3","ENSMMUG00000034455","U4"
"28635","ENSMMUG00000034509.3","ENSMMUG00000034509","U3"
"28636","ENSMMUG00000034538.3","ENSMMUG00000034538","Y_RNA"
"28637","ENSMMUG00000034599.3","ENSMMUG00000034599","U6"
"28638","ENSMMUG00000034611.3","ENSMMUG00000034611","U6"
"28639","ENSMMUG00000034623.3","ENSMMUG00000034623","U2"
"28640","ENSMMUG00000034635.3","ENSMMUG00000034635","U6"
"28641","ENSMMUG00000034787.3","ENSMMUG00000034787","U4"
"28642","ENSMMUG00000034854.3","ENSMMUG00000034854","U2"
"28643","ENSMMUG00000034861.3","ENSMMUG00000034861","U6"
"28644","ENSMMUG00000034916.3","ENSMMUG00000034916","U6"
"28645","ENSMMUG00000034931.3","ENSMMUG00000034931","U6"
"28646","ENSMMUG00000035120.3","ENSMMUG00000035120","Y_RNA"
"28647","ENSMMUG00000035193.3","ENSMMUG00000035193","U6"
"28648","ENSMMUG00000035295.3","ENSMMUG00000035295","U2"
"28649","ENSMMUG00000035402.3","ENSMMUG00000035402","U6"
"28650","ENSMMUG00000035440.3","ENSMMUG00000035440",""
"28651","ENSMMUG00000035448.3","ENSMMUG00000035448","U6"
"28652","ENSMMUG00000035478.3","ENSMMUG00000035478",""
"28653","ENSMMUG00000035482.3","ENSMMUG00000035482","U7"
"28654","ENSMMUG00000035496.3","ENSMMUG00000035496","U6"
"28655","ENSMMUG00000035552.3","ENSMMUG00000035552","Vault"
"28656","ENSMMUG00000035561.3","ENSMMUG00000035561",""
"28657","ENSMMUG00000035595.3","ENSMMUG00000035595","U6"
"28658","ENSMMUG00000035596.3","ENSMMUG00000035596","U7"
"28659","ENSMMUG00000035641.3","ENSMMUG00000035641",""
"28660","ENSMMUG00000035691.3","ENSMMUG00000035691","SNORD116"
"28661","ENSMMUG00000035727.3","ENSMMUG00000035727","U6"
"28662","ENSMMUG00000035794.3","ENSMMUG00000035794",""
"28663","ENSMMUG00000035823.3","ENSMMUG00000035823","U7"
"28664","ENSMMUG00000035846.3","ENSMMUG00000035846","SNORA70"
"28665","ENSMMUG00000035944.3","ENSMMUG00000035944",""
"28666","ENSMMUG00000036012.3","ENSMMUG00000036012","U7"
"28667","ENSMMUG00000036036.3","ENSMMUG00000036036","U6"
"28668","ENSMMUG00000036136.3","ENSMMUG00000036136",""
"28669","ENSMMUG00000036189.3","ENSMMUG00000036189","U1"
"28670","ENSMMUG00000036210.3","ENSMMUG00000036210","U7"
"28671","ENSMMUG00000036226.3","ENSMMUG00000036226",""
"28672","ENSMMUG00000036243.3","ENSMMUG00000036243",""
"28673","ENSMMUG00000036262.3","ENSMMUG00000036262","U6"
"28674","ENSMMUG00000036271.3","ENSMMUG00000036271","U6"
"28675","ENSMMUG00000036276.3","ENSMMUG00000036276",""
"28676","ENSMMUG00000036283.3","ENSMMUG00000036283","U6"
"28677","ENSMMUG00000036288.3","ENSMMUG00000036288","mml-mir-762-1"
"28678","ENSMMUG00000036308.3","ENSMMUG00000036308","U6"
"28679","ENSMMUG00000036363.3","ENSMMUG00000036363","U6"
"28680","ENSMMUG00000036390.3","ENSMMUG00000036390",""
"28681","ENSMMUG00000036393.3","ENSMMUG00000036393","U6"
"28682","ENSMMUG00000036412.3","ENSMMUG00000036412","U6"
"28683","ENSMMUG00000036463.3","ENSMMUG00000036463","U6"
"28684","ENSMMUG00000036518.3","ENSMMUG00000036518","U7"
"28685","ENSMMUG00000036552.3","ENSMMUG00000036552","SNORD27"
"28686","ENSMMUG00000036563.3","ENSMMUG00000036563",""
"28687","ENSMMUG00000036571.3","ENSMMUG00000036571","U7"
"28688","ENSMMUG00000036583.3","ENSMMUG00000036583",""
"28689","ENSMMUG00000036611.3","ENSMMUG00000036611","U7"
"28690","ENSMMUG00000036621.3","ENSMMUG00000036621","U7"
"28691","ENSMMUG00000036696.3","ENSMMUG00000036696",""
"28692","ENSMMUG00000036707.3","ENSMMUG00000036707",""
"28693","ENSMMUG00000036766.3","ENSMMUG00000036766","Vault"
"28694","ENSMMUG00000036835.3","ENSMMUG00000036835","U6"
"28695","ENSMMUG00000036844.3","ENSMMUG00000036844","U7"
"28696","ENSMMUG00000036873.3","ENSMMUG00000036873","U7"
"28697","ENSMMUG00000036877.3","ENSMMUG00000036877","U6"
"28698","ENSMMUG00000036954.3","ENSMMUG00000036954",""
"28699","ENSMMUG00000036955.3","ENSMMUG00000036955","U7"
"28700","ENSMMUG00000036968.3","ENSMMUG00000036968","U7"
"28701","ENSMMUG00000036969.3","ENSMMUG00000036969","U6"
"28702","ENSMMUG00000037010.3","ENSMMUG00000037010","U6"
"28703","ENSMMUG00000037043.3","ENSMMUG00000037043","U5"
"28704","ENSMMUG00000037053.3","ENSMMUG00000037053",""
"28705","ENSMMUG00000037133.3","ENSMMUG00000037133","U7"
"28706","ENSMMUG00000037184.3","ENSMMUG00000037184",""
"28707","ENSMMUG00000037206.3","ENSMMUG00000037206","U6"
"28708","ENSMMUG00000037281.3","ENSMMUG00000037281","U6"
"28709","ENSMMUG00000037294.3","ENSMMUG00000037294","U6"
"28710","ENSMMUG00000037305.3","ENSMMUG00000037305","U7"
"28711","ENSMMUG00000037310.3","ENSMMUG00000037310",""
"28712","ENSMMUG00000037340.3","ENSMMUG00000037340","U6"
"28713","ENSMMUG00000037428.3","ENSMMUG00000037428",""
"28714","ENSMMUG00000037436.3","ENSMMUG00000037436","U7"
"28715","ENSMMUG00000037555.2","ENSMMUG00000037555","SLFN13"
"28716","ENSMMUG00000037557.2","ENSMMUG00000037557",""
"28717","ENSMMUG00000037559.2","ENSMMUG00000037559","ZNF70"
"28718","ENSMMUG00000037568.2","ENSMMUG00000037568","Metazoa_SRP"
"28719","ENSMMUG00000037571.2","ENSMMUG00000037571","Metazoa_SRP"
"28720","ENSMMUG00000037573.2","ENSMMUG00000037573","SLC13A2"
"28721","ENSMMUG00000037603.2","ENSMMUG00000037603","Metazoa_SRP"
"28722","ENSMMUG00000037615.2","ENSMMUG00000037615","U3"
"28723","ENSMMUG00000037622.2","ENSMMUG00000037622","OSR1"
"28724","ENSMMUG00000037628.2","ENSMMUG00000037628","Metazoa_SRP"
"28725","ENSMMUG00000037644.2","ENSMMUG00000037644","CPD"
"28726","ENSMMUG00000037651.2","ENSMMUG00000037651",""
"28727","ENSMMUG00000037662.2","ENSMMUG00000037662","SELENOM"
"28728","ENSMMUG00000037665.2","ENSMMUG00000037665","BTBD3"
"28729","ENSMMUG00000037684.2","ENSMMUG00000037684",""
"28730","ENSMMUG00000037732.2","ENSMMUG00000037732","NDUFAF8"
"28731","ENSMMUG00000037742.2","ENSMMUG00000037742","CD300LB"
"28732","ENSMMUG00000037750.2","ENSMMUG00000037750","EFCAB8"
"28733","ENSMMUG00000037790.2","ENSMMUG00000037790","SLC25A30"
"28734","ENSMMUG00000037896.2","ENSMMUG00000037896","BHLHE23"
"28735","ENSMMUG00000037908.2","ENSMMUG00000037908",""
"28736","ENSMMUG00000037921.2","ENSMMUG00000037921","Metazoa_SRP"
"28737","ENSMMUG00000037942.2","ENSMMUG00000037942","Metazoa_SRP"
"28738","ENSMMUG00000038026.2","ENSMMUG00000038026",""
"28739","ENSMMUG00000038080.2","ENSMMUG00000038080",""
"28740","ENSMMUG00000038141.2","ENSMMUG00000038141","Metazoa_SRP"
"28741","ENSMMUG00000038165.2","ENSMMUG00000038165","Metazoa_SRP"
"28742","ENSMMUG00000038198.2","ENSMMUG00000038198","Metazoa_SRP"
"28743","ENSMMUG00000038207.2","ENSMMUG00000038207",""
"28744","ENSMMUG00000038243.2","ENSMMUG00000038243","Metazoa_SRP"
"28745","ENSMMUG00000038287.2","ENSMMUG00000038287",""
"28746","ENSMMUG00000038311.2","ENSMMUG00000038311","TRPV3"
"28747","ENSMMUG00000038337.2","ENSMMUG00000038337","Metazoa_SRP"
"28748","ENSMMUG00000038367.2","ENSMMUG00000038367","SOX11"
"28749","ENSMMUG00000038376.2","ENSMMUG00000038376","Metazoa_SRP"
"28750","ENSMMUG00000038447.2","ENSMMUG00000038447",""
"28751","ENSMMUG00000038504.2","ENSMMUG00000038504","Metazoa_SRP"
"28752","ENSMMUG00000038569.2","ENSMMUG00000038569","NT5M"
"28753","ENSMMUG00000038615.2","ENSMMUG00000038615","TRIB2"
"28754","ENSMMUG00000038635.2","ENSMMUG00000038635","U6"
"28755","ENSMMUG00000038796.2","ENSMMUG00000038796","Metazoa_SRP"
"28756","ENSMMUG00000038826.2","ENSMMUG00000038826","mml-mir-4703"
"28757","ENSMMUG00000038849.2","ENSMMUG00000038849","DEFB115"
"28758","ENSMMUG00000038858.2","ENSMMUG00000038858",""
"28759","ENSMMUG00000038882.2","ENSMMUG00000038882","Metazoa_SRP"
"28760","ENSMMUG00000038897.2","ENSMMUG00000038897","RPH3AL"
"28761","ENSMMUG00000038935.2","ENSMMUG00000038935","ZCCHC3"
"28762","ENSMMUG00000038997.2","ENSMMUG00000038997","ZAR1L"
"28763","ENSMMUG00000039047.2","ENSMMUG00000039047",""
"28764","ENSMMUG00000039143.2","ENSMMUG00000039143","MICALL1"
"28765","ENSMMUG00000039144.2","ENSMMUG00000039144","U6"
"28766","ENSMMUG00000039150.2","ENSMMUG00000039150",""
"28767","ENSMMUG00000039205.2","ENSMMUG00000039205",""
"28768","ENSMMUG00000039230.2","ENSMMUG00000039230","U7"
"28769","ENSMMUG00000039256.2","ENSMMUG00000039256","GMEB2"
"28770","ENSMMUG00000039259.2","ENSMMUG00000039259","CST9"
"28771","ENSMMUG00000039266.2","ENSMMUG00000039266","Metazoa_SRP"
"28772","ENSMMUG00000039275.2","ENSMMUG00000039275","Metazoa_SRP"
"28773","ENSMMUG00000039294.2","ENSMMUG00000039294","INSM1"
"28774","ENSMMUG00000039326.2","ENSMMUG00000039326","SKA2"
"28775","ENSMMUG00000039327.2","ENSMMUG00000039327","Metazoa_SRP"
"28776","ENSMMUG00000039331.2","ENSMMUG00000039331","KCTD11"
"28777","ENSMMUG00000039346.2","ENSMMUG00000039346","APOBEC3G"
"28778","ENSMMUG00000039351.2","ENSMMUG00000039351","U7"
"28779","ENSMMUG00000039401.2","ENSMMUG00000039401","CD300C"
"28780","ENSMMUG00000039434.2","ENSMMUG00000039434","Metazoa_SRP"
"28781","ENSMMUG00000039452.2","ENSMMUG00000039452","ODF3B"
"28782","ENSMMUG00000039462.2","ENSMMUG00000039462","Metazoa_SRP"
"28783","ENSMMUG00000039465.2","ENSMMUG00000039465",""
"28784","ENSMMUG00000039479.2","ENSMMUG00000039479","IL17D"
"28785","ENSMMUG00000039561.2","ENSMMUG00000039561","mml-mir-33a"
"28786","ENSMMUG00000039588.2","ENSMMUG00000039588","mml-mir-6129"
"28787","ENSMMUG00000039625.2","ENSMMUG00000039625","Metazoa_SRP"
"28788","ENSMMUG00000039638.2","ENSMMUG00000039638","SPINT3"
"28789","ENSMMUG00000039682.2","ENSMMUG00000039682",""
"28790","ENSMMUG00000039702.2","ENSMMUG00000039702","Metazoa_SRP"
"28791","ENSMMUG00000039757.2","ENSMMUG00000039757","Metazoa_SRP"
"28792","ENSMMUG00000039821.2","ENSMMUG00000039821",""
"28793","ENSMMUG00000039847.2","ENSMMUG00000039847","GHV"
"28794","ENSMMUG00000039864.2","ENSMMUG00000039864",""
"28795","ENSMMUG00000039871.2","ENSMMUG00000039871","PXDN"
"28796","ENSMMUG00000039924.2","ENSMMUG00000039924",""
"28797","ENSMMUG00000040017.2","ENSMMUG00000040017",""
"28798","ENSMMUG00000040027.2","ENSMMUG00000040027","Metazoa_SRP"
"28799","ENSMMUG00000040029.2","ENSMMUG00000040029",""
"28800","ENSMMUG00000040034.2","ENSMMUG00000040034","CABP7"
"28801","ENSMMUG00000040105.2","ENSMMUG00000040105",""
"28802","ENSMMUG00000040177.2","ENSMMUG00000040177","ATAD5"
"28803","ENSMMUG00000040184.2","ENSMMUG00000040184","Metazoa_SRP"
"28804","ENSMMUG00000040268.2","ENSMMUG00000040268","PITPNA"
"28805","ENSMMUG00000040305.2","ENSMMUG00000040305","Metazoa_SRP"
"28806","ENSMMUG00000040339.2","ENSMMUG00000040339","Metazoa_SRP"
"28807","ENSMMUG00000040377.2","ENSMMUG00000040377","PVALEF"
"28808","ENSMMUG00000040384.2","ENSMMUG00000040384","mml-mir-378j"
"28809","ENSMMUG00000040386.2","ENSMMUG00000040386",""
"28810","ENSMMUG00000040390.2","ENSMMUG00000040390","CRK"
"28811","ENSMMUG00000040400.2","ENSMMUG00000040400","Metazoa_SRP"
"28812","ENSMMUG00000040413.2","ENSMMUG00000040413",""
"28813","ENSMMUG00000040434.2","ENSMMUG00000040434","GP1BB"
"28814","ENSMMUG00000040452.2","ENSMMUG00000040452","Metazoa_SRP"
"28815","ENSMMUG00000040453.2","ENSMMUG00000040453","Metazoa_SRP"
"28816","ENSMMUG00000040495.2","ENSMMUG00000040495","ASGR2"
"28817","ENSMMUG00000040500.2","ENSMMUG00000040500","DNAJC3"
"28818","ENSMMUG00000040514.2","ENSMMUG00000040514","Metazoa_SRP"
"28819","ENSMMUG00000040520.2","ENSMMUG00000040520","Metazoa_SRP"
"28820","ENSMMUG00000040529.2","ENSMMUG00000040529","VSNL1"
"28821","ENSMMUG00000040562.2","ENSMMUG00000040562","TMCO3"
"28822","ENSMMUG00000040622.2","ENSMMUG00000040622","Metazoa_SRP"
"28823","ENSMMUG00000040627.2","ENSMMUG00000040627",""
"28824","ENSMMUG00000040628.2","ENSMMUG00000040628","KCNJ4"
"28825","ENSMMUG00000040655.2","ENSMMUG00000040655","SUPT4H1"
"28826","ENSMMUG00000040706.2","ENSMMUG00000040706","Metazoa_SRP"
"28827","ENSMMUG00000040733.2","ENSMMUG00000040733","Metazoa_SRP"
"28828","ENSMMUG00000040744.2","ENSMMUG00000040744","Metazoa_SRP"
"28829","ENSMMUG00000040773.2","ENSMMUG00000040773",""
"28830","ENSMMUG00000040792.2","ENSMMUG00000040792",""
"28831","ENSMMUG00000040816.2","ENSMMUG00000040816","MRPL38"
"28832","ENSMMUG00000040830.2","ENSMMUG00000040830",""
"28833","ENSMMUG00000040856.2","ENSMMUG00000040856","Metazoa_SRP"
"28834","ENSMMUG00000040887.2","ENSMMUG00000040887","Metazoa_SRP"
"28835","ENSMMUG00000041001.2","ENSMMUG00000041001","SLC16A5"
"28836","ENSMMUG00000041006.2","ENSMMUG00000041006","FAM171A2"
"28837","ENSMMUG00000041043.2","ENSMMUG00000041043","Metazoa_SRP"
"28838","ENSMMUG00000041159.2","ENSMMUG00000041159","Metazoa_SRP"
"28839","ENSMMUG00000041171.2","ENSMMUG00000041171","Metazoa_SRP"
"28840","ENSMMUG00000041327.2","ENSMMUG00000041327","CD79B"
"28841","ENSMMUG00000041418.2","ENSMMUG00000041418","Metazoa_SRP"
"28842","ENSMMUG00000041485.2","ENSMMUG00000041485",""
"28843","ENSMMUG00000041551.2","ENSMMUG00000041551",""
"28844","ENSMMUG00000041567.2","ENSMMUG00000041567",""
"28845","ENSMMUG00000041635.2","ENSMMUG00000041635",""
"28846","ENSMMUG00000041728.2","ENSMMUG00000041728","CCDC182"
"28847","ENSMMUG00000041756.2","ENSMMUG00000041756","SIAH3"
"28848","ENSMMUG00000041787.2","ENSMMUG00000041787",""
"28849","ENSMMUG00000041799.2","ENSMMUG00000041799","DYNLL2"
"28850","ENSMMUG00000041892.2","ENSMMUG00000041892",""
"28851","ENSMMUG00000041913.2","ENSMMUG00000041913","Metazoa_SRP"
"28852","ENSMMUG00000041982.2","ENSMMUG00000041982",""
"28853","ENSMMUG00000042013.2","ENSMMUG00000042013","BPIFA4"
"28854","ENSMMUG00000042122.2","ENSMMUG00000042122","Metazoa_SRP"
"28855","ENSMMUG00000042216.2","ENSMMUG00000042216",""
"28856","ENSMMUG00000042381.2","ENSMMUG00000042381","Metazoa_SRP"
"28857","ENSMMUG00000042393.2","ENSMMUG00000042393","Metazoa_SRP"
"28858","ENSMMUG00000042402.2","ENSMMUG00000042402","Metazoa_SRP"
"28859","ENSMMUG00000042406.2","ENSMMUG00000042406",""
"28860","ENSMMUG00000042407.2","ENSMMUG00000042407",""
"28861","ENSMMUG00000042422.2","ENSMMUG00000042422",""
"28862","ENSMMUG00000042458.2","ENSMMUG00000042458","TPD52L2"
"28863","ENSMMUG00000042478.2","ENSMMUG00000042478",""
"28864","ENSMMUG00000042504.2","ENSMMUG00000042504","APOBEC3A"
"28865","ENSMMUG00000042521.2","ENSMMUG00000042521",""
"28866","ENSMMUG00000042546.2","ENSMMUG00000042546","SNU13"
"28867","ENSMMUG00000042598.2","ENSMMUG00000042598","TMEM18"
"28868","ENSMMUG00000042628.2","ENSMMUG00000042628",""
"28869","ENSMMUG00000042657.2","ENSMMUG00000042657","CYB5D2"
"28870","ENSMMUG00000042668.2","ENSMMUG00000042668","CFAP61"
"28871","ENSMMUG00000042757.2","ENSMMUG00000042757","GDPD1"
"28872","ENSMMUG00000042762.2","ENSMMUG00000042762",""
"28873","ENSMMUG00000042819.2","ENSMMUG00000042819","RNF215"
"28874","ENSMMUG00000042847.2","ENSMMUG00000042847","Metazoa_SRP"
"28875","ENSMMUG00000042855.2","ENSMMUG00000042855","ZSWIM1"
"28876","ENSMMUG00000042860.2","ENSMMUG00000042860",""
"28877","ENSMMUG00000042902.2","ENSMMUG00000042902","mml-mir-92a-1"
"28878","ENSMMUG00000042904.2","ENSMMUG00000042904",""
"28879","ENSMMUG00000043004.2","ENSMMUG00000043004","Metazoa_SRP"
"28880","ENSMMUG00000043076.2","ENSMMUG00000043076","Metazoa_SRP"
"28881","ENSMMUG00000043126.2","ENSMMUG00000043126","Metazoa_SRP"
"28882","ENSMMUG00000043169.2","ENSMMUG00000043169","Metazoa_SRP"
"28883","ENSMMUG00000043239.2","ENSMMUG00000043239",""
"28884","ENSMMUG00000043281.2","ENSMMUG00000043281","UBOX5"
"28885","ENSMMUG00000043282.2","ENSMMUG00000043282",""
"28886","ENSMMUG00000043345.2","ENSMMUG00000043345",""
"28887","ENSMMUG00000043406.2","ENSMMUG00000043406",""
"28888","ENSMMUG00000043522.2","ENSMMUG00000043522",""
"28889","ENSMMUG00000043527.2","ENSMMUG00000043527","GPS2"
"28890","ENSMMUG00000043543.2","ENSMMUG00000043543","Metazoa_SRP"
"28891","ENSMMUG00000043578.2","ENSMMUG00000043578","Metazoa_SRP"
"28892","ENSMMUG00000043649.2","ENSMMUG00000043649","MACROD2"
"28893","ENSMMUG00000043701.2","ENSMMUG00000043701","PPP1R16B"
"28894","ENSMMUG00000043730.2","ENSMMUG00000043730","U6"
"28895","ENSMMUG00000043739.2","ENSMMUG00000043739","OPRL1"
"28896","ENSMMUG00000043771.2","ENSMMUG00000043771",""
"28897","ENSMMUG00000043865.2","ENSMMUG00000043865","Metazoa_SRP"
"28898","ENSMMUG00000043888.2","ENSMMUG00000043888","Metazoa_SRP"
"28899","ENSMMUG00000043908.2","ENSMMUG00000043908","Metazoa_SRP"
"28900","ENSMMUG00000043964.2","ENSMMUG00000043964","Metazoa_SRP"
"28901","ENSMMUG00000043974.2","ENSMMUG00000043974",""
"28902","ENSMMUG00000044024.2","ENSMMUG00000044024",""
"28903","ENSMMUG00000044029.2","ENSMMUG00000044029","C1QTNF6"
"28904","ENSMMUG00000044068.2","ENSMMUG00000044068","TEX19"
"28905","ENSMMUG00000044129.2","ENSMMUG00000044129","ABCA9"
"28906","ENSMMUG00000044161.2","ENSMMUG00000044161","C10H20orf202"
"28907","ENSMMUG00000044283.2","ENSMMUG00000044283","U6"
"28908","ENSMMUG00000044292.2","ENSMMUG00000044292",""
"28909","ENSMMUG00000044345.2","ENSMMUG00000044345",""
"28910","ENSMMUG00000044346.2","ENSMMUG00000044346",""
"28911","ENSMMUG00000044359.2","ENSMMUG00000044359",""
"28912","ENSMMUG00000044401.2","ENSMMUG00000044401","Metazoa_SRP"
"28913","ENSMMUG00000044447.2","ENSMMUG00000044447","DGKE"
"28914","ENSMMUG00000044486.2","ENSMMUG00000044486","ATP1B2"
"28915","ENSMMUG00000044526.2","ENSMMUG00000044526",""
"28916","ENSMMUG00000044552.2","ENSMMUG00000044552","BLCAP"
"28917","ENSMMUG00000044623.2","ENSMMUG00000044623",""
"28918","ENSMMUG00000044661.2","ENSMMUG00000044661",""
"28919","ENSMMUG00000044689.2","ENSMMUG00000044689","Metazoa_SRP"
"28920","ENSMMUG00000044760.2","ENSMMUG00000044760",""
"28921","ENSMMUG00000044782.2","ENSMMUG00000044782",""
"28922","ENSMMUG00000044834.2","ENSMMUG00000044834",""
"28923","ENSMMUG00000044861.2","ENSMMUG00000044861",""
"28924","ENSMMUG00000044896.2","ENSMMUG00000044896","ERICH6B"
"28925","ENSMMUG00000044916.2","ENSMMUG00000044916",""
"28926","ENSMMUG00000045030.2","ENSMMUG00000045030","RPRML"
"28927","ENSMMUG00000045035.2","ENSMMUG00000045035",""
"28928","ENSMMUG00000045100.2","ENSMMUG00000045100",""
"28929","ENSMMUG00000045155.2","ENSMMUG00000045155",""
"28930","ENSMMUG00000045185.2","ENSMMUG00000045185",""
"28931","ENSMMUG00000045187.2","ENSMMUG00000045187","CASC3"
"28932","ENSMMUG00000045203.2","ENSMMUG00000045203",""
"28933","ENSMMUG00000045219.2","ENSMMUG00000045219","CEBPB"
"28934","ENSMMUG00000045256.2","ENSMMUG00000045256","CCN5"
"28935","ENSMMUG00000045296.2","ENSMMUG00000045296","RPS19BP1"
"28936","ENSMMUG00000045312.2","ENSMMUG00000045312","CST9L"
"28937","ENSMMUG00000045434.2","ENSMMUG00000045434","Metazoa_SRP"
"28938","ENSMMUG00000045470.2","ENSMMUG00000045470","TNFRSF6B"
"28939","ENSMMUG00000045479.2","ENSMMUG00000045479","Metazoa_SRP"
"28940","ENSMMUG00000045506.2","ENSMMUG00000045506","MAFF"
"28941","ENSMMUG00000045526.2","ENSMMUG00000045526","Metazoa_SRP"
"28942","ENSMMUG00000045556.2","ENSMMUG00000045556","NIPSNAP1"
"28943","ENSMMUG00000045575.2","ENSMMUG00000045575","ARL16"
"28944","ENSMMUG00000045603.2","ENSMMUG00000045603","mml-mir-3200"
"28945","ENSMMUG00000045660.2","ENSMMUG00000045660","FAM83G"
"28946","ENSMMUG00000045695.2","ENSMMUG00000045695","Metazoa_SRP"
"28947","ENSMMUG00000045776.2","ENSMMUG00000045776","KRTAP4-2"
"28948","ENSMMUG00000045779.2","ENSMMUG00000045779","Metazoa_SRP"
"28949","ENSMMUG00000045792.2","ENSMMUG00000045792",""
"28950","ENSMMUG00000045825.2","ENSMMUG00000045825","MAP1LC3A"
"28951","ENSMMUG00000045829.2","ENSMMUG00000045829",""
"28952","ENSMMUG00000045840.2","ENSMMUG00000045840","Metazoa_SRP"
"28953","ENSMMUG00000045859.2","ENSMMUG00000045859",""
"28954","ENSMMUG00000045871.2","ENSMMUG00000045871","Metazoa_SRP"
"28955","ENSMMUG00000045883.2","ENSMMUG00000045883","CCL16"
"28956","ENSMMUG00000045908.2","ENSMMUG00000045908","RNF144A"
"28957","ENSMMUG00000045996.2","ENSMMUG00000045996",""
"28958","ENSMMUG00000046054.2","ENSMMUG00000046054","SEC14L4"
"28959","ENSMMUG00000046058.2","ENSMMUG00000046058","RNF227"
"28960","ENSMMUG00000046067.2","ENSMMUG00000046067",""
"28961","ENSMMUG00000046102.2","ENSMMUG00000046102","Metazoa_SRP"
"28962","ENSMMUG00000046135.2","ENSMMUG00000046135",""
"28963","ENSMMUG00000046141.2","ENSMMUG00000046141","DEFB123"
"28964","ENSMMUG00000046171.2","ENSMMUG00000046171","MTMR4"
"28965","ENSMMUG00000046195.2","ENSMMUG00000046195","MIS12"
"28966","ENSMMUG00000046240.2","ENSMMUG00000046240",""
"28967","ENSMMUG00000046249.2","ENSMMUG00000046249",""
"28968","ENSMMUG00000046324.2","ENSMMUG00000046324","U6"
"28969","ENSMMUG00000046362.2","ENSMMUG00000046362","SOX21"
"28970","ENSMMUG00000046375.2","ENSMMUG00000046375",""
"28971","ENSMMUG00000046411.2","ENSMMUG00000046411","mml-mir-4766"
"28972","ENSMMUG00000046417.2","ENSMMUG00000046417","CBX2"
"28973","ENSMMUG00000046429.2","ENSMMUG00000046429","JPT1"
"28974","ENSMMUG00000046572.2","ENSMMUG00000046572","TEX14"
"28975","ENSMMUG00000046615.2","ENSMMUG00000046615","HMGB1"
"28976","ENSMMUG00000046647.2","ENSMMUG00000046647",""
"28977","ENSMMUG00000046656.2","ENSMMUG00000046656","TBX2"
"28978","ENSMMUG00000046683.2","ENSMMUG00000046683",""
"28979","ENSMMUG00000046729.2","ENSMMUG00000046729",""
"28980","ENSMMUG00000046794.2","ENSMMUG00000046794","U6"
"28981","ENSMMUG00000046815.2","ENSMMUG00000046815",""
"28982","ENSMMUG00000046848.2","ENSMMUG00000046848","MRGBP"
"28983","ENSMMUG00000046918.2","ENSMMUG00000046918",""
"28984","ENSMMUG00000046925.2","ENSMMUG00000046925","Metazoa_SRP"
"28985","ENSMMUG00000046980.2","ENSMMUG00000046980",""
"28986","ENSMMUG00000047015.2","ENSMMUG00000047015",""
"28987","ENSMMUG00000047032.2","ENSMMUG00000047032",""
"28988","ENSMMUG00000047046.2","ENSMMUG00000047046","POLDIP3"
